0,0
0,0
2003,1178
2002,2379
4003,2485
4002,2472
6005,4987
6004,4932
8006,6160
8005,4914
10005,6086
10006,4892
12005,2657
12007,5098
14010,3822
14009,5097
16009,5004
16010,3872
18015,6198
18014,5015
20018,4979
20017,4989
22018,3651
22022,4933
24022,2636
24026,15640,0
2000,5
4002,0
6002,0
8006,0
10009,0
12013,0
14014,0
16019,0
18020,0
20024,0
22026,0
24029,0
0,0
26032,0
2005,5
28034,0
4009,0
30034,0
6012,0
32039,0
8014,0
34039,0
10019,0
36041,0
12020,0
38042,0
14023,0
40047,0
16025,0
42047,0
18028,0
44049,0
20030,0
46053,0
22035,0
48055,0
24040,0
50060,0
26044,0
52061,0
28044,0
54063,0
30046,0
56067,0
32046,0
58069,0
34049,0
60072,0
36052,0
62074,0
38054,0
64078,0
40057,0
66083,0
42061,0
68088,0
44065,0
70089,0
46068,0
72094,0
48073,0
74094,0
50075,0
76098,0
52079,0
78099,0
54083,0
80104,0
56085,0
82104,0
58087,0
84109,0
60089,0
86113,0
62092,0
88114,0
64095,0
90119,0
66096,0
92119,0
68096,0
94123,0
70100,0
96125,0
72101,0
98130,0
74101,0
100131,0
76105,0
102133,0
78107,0
104136,0
80111,0
106140,0
82116,0
108141,0
84116,0
110141,0
86121,0
112142,0
88121,0
114143,0
90126,0
116145,0
92128,0
118149,0
94131,0
120154,0
96135,0
122158,0
98138,0
124163,0
100142,0
126168,0
102145,0
128169,0
104145,0
130170,0
106145,0
132173,0
108148,0
134175,0
110153,0
136179,0
112153,0
138184,0
114155,0
140189,0
116159,0
142192,0
118162,0
144196,0
120164,0
146198,0
122169,0
148203,0
124172,0
150204,0
126173,0
152205,0
128175,0
154208,0
130180,0
156213,0
132185,0
158214,0
134187,0
160217,0
136188,0
162219,0
138188,0
164224,0
140190,0
166224,0
142194,0
168226,0
144196,0
170230,0
146197,0
172235,0
148201,0
174235,0
150205,0
176238,0
152209,0
178241,0
154212,0
180246,0
156215,0
182251,0
158215,0
184254,0
160217,0
186256,0
162217,0
188260,0
164219,0
190262,0
166220,0
192265,0
168225,0
194266,0
170225,0
196270,0
172228,0
198270,0
174230,0
200272,0
176233,0
202274,0
178236,0
204276,0
180236,0
206280,0
182241,0
208280,0
184244,0
210283,0
186246,0
212286,0
188249,0
214286,0
190253,0
216288,0
192255,0
218290,0
194257,0
220294,0
196258,0
222297,0
198262,0
224299,0
200267,0
226303,0
202272,0
228308,0
204276,0
230313,0
206280,0
232318,0
208285,0
234323,0
210290,0
236324,0
212293,0
238327,0
214296,0
240329,0
216300,0
242333,0
218303,0
244334,0
220304,0
246334,0
222306,0
248334,0
224312,0
250337,0
226315,0
252337,0
228318,0
